Close,High,Low,Open,Volume,rsi,macd,sma_50,sma_200,action,prob
PYPL,PYPL,PYPL,PYPL,PYPL,,,,,,
70.8861312866211,70.9559695321412,69.5212826447166,70.33739677767892,13601300,27.367019035085207,-3.574411013502413,83.62019180297851,74.5729319381714,DON'T BUY,0.365
69.58912658691406,71.4049285819143,69.33970319412943,70.93601138559153,15753700,25.428107314802816,-3.7273099197092705,83.19018569946289,74.60186504364013,DON'T BUY,0.33
67.3243637084961,68.92067185677806,66.18698606531017,68.84085454641453,20180000,22.438645256641152,-3.9852908887228153,82.72366409301758,74.61633159637451,DON'T BUY,0.445
69.33970642089844,69.52927064401158,67.54385486455875,67.823215471388,14464300,30.292280710052196,-3.981228230536402,82.40539993286133,74.6442670249939,DON'T BUY,0.26
67.92298126220703,69.69887463002688,67.50294702496255,68.66127238563594,11226900,28.13552131173678,-4.045690226319735,82.03226257324219,74.66412113189698,DON'T BUY,0.265
70.31745147705078,70.81629829975127,67.66856845460055,67.81323829579081,16388300,36.38014634269102,-3.8590780380562393,81.7000308227539,74.69405197143554,DON'T BUY,0.235
68.00279998779297,69.80862298283878,66.8354926812458,68.86080948798079,15035200,32.49878075565718,-3.8535383735962085,81.32609527587891,74.71096290588379,DON'T BUY,0.275
67.82321166992188,68.79096803080884,67.01008898140465,68.25222020590179,12133100,32.21162999742219,-3.819609347042075,80.92163024902344,74.73031816482543,DON'T BUY,0.285
68.46173858642578,69.2199802531636,67.74838369372327,68.71116199012069,11545800,34.42999955086573,-3.6985618446128257,80.53213073730468,74.76239404678344,DON'T BUY,0.28
66.75568389892578,68.75107114284336,66.54616153993196,68.17240701527568,9778300,31.4669945021857,-3.6976707355059943,80.1340510559082,74.78898260116577,DON'T BUY,0.335
68.79096984863281,68.98053406613025,67.3642677133053,67.65359976724422,9828700,38.289892051800514,-3.492474882120831,79.80521118164063,74.82544828414918,WAIT,0.515
69.4893569946289,70.05804201132274,67.82321059979934,68.51161397045122,7971200,40.47962044791903,-3.2361968214447643,79.4919354248047,74.86276203155518,BUY,0.765
68.72113037109375,69.29979446860726,68.13249481837329,68.91069458519594,7520800,38.846696939268085,-3.0598124667076974,79.1467333984375,74.9018217086792,BUY,0.78
69.83855438232422,70.31745067585143,68.6612755896931,68.94062858933466,6876400,42.48125916481911,-2.7976107010838405,78.7955453491211,74.93918535232544,BUY,0.79
69.50930786132812,70.64667790036052,69.09027839679993,69.27484926793308,7453600,41.69493189597987,-2.586565043639368,78.39926132202149,74.97250827789307,BUY,0.75
70.02811431884766,70.24760812277715,68.39189746820695,68.46173571383925,14603800,43.47055005216994,-2.350353086994545,78.04448150634765,75.00608068466187,BUY,0.745
70.80631256103516,71.49472354727924,70.34238110149744,71.38497664768097,9911000,46.12107413717822,-2.0764235963775803,77.7058642578125,75.04419256210328,WAIT,0.51
70.69657135009766,71.5446094146697,70.38528685708823,70.8362478495896,6690600,45.79498293426319,-1.8468978117652455,77.45644088745117,75.08075805664062,WAIT,0.545
69.80862426757812,71.45482027374497,69.38460143157513,70.76640923565014,7449600,43.137349108938416,-1.7168560348281972,77.1766877746582,75.0954740524292,WAIT,0.54
68.70117950439453,69.79365517610906,68.54154488030939,68.90071517270314,7883100,40.01807788446833,-1.6837493128115142,76.8111328125,75.10325603485107,WAIT,0.505
64.99974060058594,68.08261022016484,64.80019731031982,67.90302506482445,16536300,31.75344253436765,-1.9338944509904366,76.3224626159668,75.09357845306397,DON'T BUY,0.45
65.0995101928711,65.2790953530475,63.25377847604592,64.1317461414648,11562000,32.16013371092235,-2.099879598031066,75.85015457153321,75.0959729385376,WAIT,0.5
65.94754791259766,66.20695038963629,64.45100745643373,64.47096559178966,8000600,35.66929988391942,-2.1383449566968835,75.33714065551757,75.1092921447754,BUY,0.55
66.99512481689453,67.41415428989484,64.94984995156784,65.09950550958162,8123000,39.8111147247039,-2.060545641842168,74.88578414916992,75.13727745056153,DON'T BUY,0.475
61.56767272949219,63.792529058130015,60.809427248543976,62.95446626029297,18479900,29.289558256646018,-2.409068901941481,74.3242822265625,75.1426400566101,BUY,0.575
58.235374450683594,60.05117650084128,57.18779693034632,59.86161608669042,22125000,24.932665102508466,-2.9204990236684836,73.6985287475586,75.1338603401184,BUY,0.715
58.39500427246094,61.33820110738972,55.72118516200688,56.60913564900834,20263200,25.504341020104704,-3.275176095949078,73.08833923339844,75.13091714859009,BUY,0.74
57.277587890625,61.118706625450834,56.329778234815045,59.62216626550847,16533600,24.119641815317678,-3.6048716776720866,72.4332536315918,75.11899471282959,DON'T BUY,0.44
63.80250549316406,64.02199549375379,56.37966278833534,56.539293609627414,22502000,43.43271386590002,-3.3015927756551235,71.94957168579101,75.13565618515014,BUY,0.7
60.420326232910156,62.30596654190994,58.804059848711134,62.15631097844367,14398100,38.02953573231357,-3.296159585141794,71.38687255859375,75.14099384307862,BUY,0.68
62.445640563964844,62.66513436677949,60.30658454973722,60.39039044407031,12919400,42.63192249768583,-3.0927762033718125,70.84851699829102,75.15725622177123,BUY,0.89
62.126380920410156,63.75262255384469,61.5477168056559,63.55308307269153,8997500,42.10112564149734,-2.923652941888335,70.32353057861329,75.17725999832153,BUY,0.895
61.85700225830078,62.64518110371746,61.50282149240064,62.21617255777669,9140800,41.63014270359309,-2.779319875972533,69.77459945678712,75.19536813735962,BUY,0.81
60.1010627746582,61.31824635102401,59.582261657724025,61.23344331036431,9833600,38.598921222181936,-2.774640197657021,69.42570610046387,75.20639265060424,BUY,0.775
60.859310150146484,61.32822736427302,59.993312067070974,60.21080778192463,9023700,40.60991072334723,-2.6788669815855997,69.06254577636719,75.22230585098266,BUY,0.82
60.145957946777344,60.819400359137134,59.31787424578875,60.10106356203956,7354100,39.30564377106639,-2.6302081763102763,68.69768920898437,75.22886568069458,BUY,0.835
61.27833938598633,61.7672109269818,59.81173237479805,60.58993216873056,9390100,42.464595880503694,-2.4717788758720687,68.38062217712402,75.23774515151977,BUY,0.825
62.315940856933594,64.42107494547137,62.026608801772696,62.570353788602596,9838900,45.27521081561261,-2.2367133080358244,68.06575004577637,75.2512140083313,BUY,0.7
64.62061309814453,64.68047989199727,62.615250575439795,62.75493088066477,10877000,51.0007794964284,-1.8432070198847867,67.83747779846192,75.27954849243164,DON'T BUY,0.335
65.18929290771484,65.26911021855165,64.33626918501427,64.33626918501427,8693400,52.32621169537746,-1.4685343931353714,67.61938194274903,75.31117534637451,DON'T BUY,0.42
64.78024291992188,65.6681895761521,63.98208503010251,65.15437800356263,14251500,51.25228452025502,-1.1908827969233329,67.38671989440918,75.34125577926636,BUY,0.57
66.16703796386719,67.27447844732635,64.21155945921984,66.21692568761858,19706800,54.65048331388345,-0.8491506562496198,67.15425727844239,75.37283277511597,BUY,0.63
65.68814086914062,65.83779642671314,63.39345022962079,65.0047232107768,10293800,53.26950214545794,-0.6099374862840179,66.89924659729004,75.40061851501464,BUY,0.59
65.25914001464844,65.9675015353605,64.7004264398772,65.46865475076345,10073000,52.00181271201567,-0.44979119636978737,66.640844039917,75.42526155471802,BUY,0.565
67.08491516113281,67.60372009286624,65.82782671259008,65.98246800184587,10081500,56.722156810457705,-0.17354875017760207,66.43352333068847,75.4523489189148,BUY,0.64
68.38191986083984,69.20002830362336,66.7556820425184,66.80556215515027,12000300,59.7503908190622,0.14832304268665553,66.3056191253662,75.48876472473144,BUY,0.695
67.89305114746094,68.77101875740344,67.64362775252067,67.79327570004648,7659400,58.1001901640747,0.35981343269325805,66.16195121765136,75.52892190933227,BUY,0.825
68.53157806396484,68.78100147213266,67.56381402238598,68.17739347517528,8103700,59.6670412937543,0.5723472138418373,66.05459953308106,75.5756139755249,BUY,0.935
70.31745147705078,70.78237251409489,69.14017267100571,69.14017267100571,11791500,63.750041000976815,0.8748026455424025,66.02327201843262,75.62405202865601,BUY,0.945
70.09795379638672,71.15550656648935,69.84853039877397,70.70654749550563,7470500,62.90712738731601,1.0842901044509432,66.01389366149903,75.6766803741455,BUY,0.93
72.14321899414062,73.9789791053808,71.68428086928003,72.80170039837395,12513000,67.25212992604105,1.3992169315710328,66.03903541564941,75.74771614074707,BUY,0.945
72.1232681274414,72.48243841679815,71.72418918240085,72.24299409449291,8076200,67.1694750759298,1.6284174599589534,66.08971824645997,75.82289234161377,BUY,0.85
72.51236724853516,73.17084103094909,72.07337965239408,72.49241672680041,7724000,67.9956174873964,1.8204723057067156,66.19347831726074,75.89467638015748,BUY,0.615
71.4049301147461,72.50239154419785,71.27523268796114,72.17315083182291,8116500,63.126686689056484,1.8618539399281389,66.23478279113769,75.95768074035645,BUY,0.675
72.0135269165039,72.05343557534061,70.91606543978855,71.30516534869855,8717900,64.62580037662285,1.9216067721229848,66.31659370422364,75.99848642349244,BUY,0.595
72.1531982421875,72.37269204414962,70.94598994319371,70.99587766611157,7434900,64.97770845594897,1.9576648886022952,66.35330863952636,76.03111101150513,BUY,0.625
72.44253540039062,72.61214149140154,71.57453919824322,71.72419476575807,8403200,65.73809729324068,1.9866870051466918,66.44210334777831,76.06752687454224,BUY,0.625
71.48474884033203,73.03516556629556,71.34007900394828,72.03347575999261,8094300,61.01550358624599,1.9103801970198617,66.51533409118652,76.11576538085937,WAIT,0.525
71.28520202636719,71.81897173619572,71.11559594750119,71.3101458877999,6451000,60.04762686310462,1.8129066818803494,66.57180335998535,76.17058862686157,WAIT,0.51
69.68889617919922,69.978228235542,69.24991617284988,69.29979628558604,7683600,52.82821568641631,1.5885380006507432,66.63046760559082,76.20600673675537,BUY,0.765
71.31513977050781,71.82895135038572,70.50201707475246,70.58682011483157,8770900,58.32530212650279,1.524376408673234,66.68095100402832,76.24960594177246,BUY,0.755
71.27523040771484,71.86885929418177,70.93601063896325,71.41490689726027,6292100,58.14622271913002,1.4535518913321823,66.71666847229004,76.2853233718872,BUY,0.82
