Close,High,Low,Open,Volume,rsi,macd,sma_50,sma_200,action,prob
ADBE,ADBE,ADBE,ADBE,ADBE,,,,,,
438.55999755859375,440.3699951171875,432.1000061035156,438.1600036621094,3936900,42.87049850856345,-0.7898845293465797,440.516201171875,499.85234893798827,BUY,0.66
440.7200012207031,448.0899963378906,438.2099914550781,440.6499938964844,2607700,45.102512546813486,-1.0905382837404431,440.1000012207031,499.640399017334,BUY,0.675
446.0299987792969,448.82000732421875,434.70001220703125,439.25,2942200,50.248483471877904,-0.8900758839761806,439.9160009765625,499.4907989501953,BUY,0.625
451.239990234375,453.260009765625,443.1099853515625,443.6499938964844,2406200,54.732138695167166,-0.30726327938003806,440.11460083007813,499.3202488708496,BUY,0.615
444.7799987792969,452.19000244140625,441.19000244140625,444.7300109863281,2732100,48.85320499223884,-0.3624690952224796,440.2624005126953,499.129748840332,BUY,0.585
449.3999938964844,452.510009765625,440.989990234375,442.0,3039500,52.76116057912911,-0.0330441940673154,440.3070001220703,498.95959884643554,BUY,0.61
435.0799865722656,444.5400085449219,433.2300109863281,443.1099853515625,4001600,42.03924252544565,-0.916907956130558,440.0738000488281,498.7115487670898,BUY,0.64
433.6600036621094,441.3299865722656,431.0,432.8800048828125,3145200,41.14632015127624,-1.7122197060656958,439.7882000732422,498.4705987548828,BUY,0.74
438.6000061035156,443.8999938964844,435.5,436.69000244140625,5515900,45.48449999508475,-1.9217404583407074,439.5570001220703,498.2439488220215,BUY,0.73
377.8399963378906,405.7699890136719,374.5,405.2699890136719,14386600,23.014296945776422,-6.910947063696085,438.18419982910154,497.71659881591796,BUY,0.76
394.739990234375,396.3599853515625,377.79998779296875,379.75,6134800,32.937994206957285,-9.392964724996432,437.1629998779297,497.31314880371093,BUY,0.865
399.3399963378906,399.94000244140625,387.1300048828125,394.1199951171875,4258500,35.3796761984875,-10.863571069894363,436.2561999511719,496.91769882202146,BUY,0.89
391.3699951171875,395.95001220703125,384.57000732421875,395.3599853515625,4297300,33.12903623317915,-12.527737721595258,435.26359985351564,496.48654876708986,BUY,0.875
387.8900146484375,395.260009765625,387.0,394.1000061035156,4349900,32.166839954655,-13.966411030587778,434.41,496.19664886474607,BUY,0.82
389.6099853515625,397.82000732421875,385.79998779296875,386.8999938964844,4009500,33.19951436914596,-14.797209709115066,433.57859985351564,495.9208987426758,BUY,0.8
387.260009765625,389.8500061035156,382.45001220703125,384.1300048828125,7607300,32.47213792092012,-15.466953624114524,432.8711999511719,495.6620988464355,BUY,0.78
394.4700012207031,396.8599853515625,391.3800048828125,392.4700012207031,5223000,37.03054906204409,-15.24026416937437,432.36900024414064,495.3925988769531,BUY,0.705
403.6400146484375,404.32000732421875,392.989990234375,393.57000732421875,3648600,42.359909033131885,-14.157469204395397,432.3234002685547,495.13179901123044,BUY,0.625
397.80999755859375,404.5,397.010009765625,403.0,3425000,40.03973337787996,-13.612859478836526,432.1096002197266,494.8301989746094,BUY,0.755
396.1499938964844,401.4800109863281,392.510009765625,397.44000244140625,2729700,39.37835900535949,-13.163460590218392,431.77840026855466,494.4837989807129,BUY,0.755
385.7099914550781,396.9200134277344,384.760009765625,393.8900146484375,3830300,35.416179615073105,-13.494177204544542,431.1470001220703,494.11264892578123,BUY,0.825
383.5299987792969,384.79998779296875,374.6700134277344,380.0,3960700,34.63256893667105,-13.77340841549443,430.2790002441406,493.7168489074707,BUY,0.81
383.20001220703125,384.0,375.5299987792969,381.1300048828125,3847800,34.508104392154095,-13.861541103165962,429.34320068359375,493.33349899291994,BUY,0.81
